row.names,id,user_id,context_id,gesture_id,gesture_confirmation_id,latitude,longitude,title,snippet,country,city,locality,timestamp,date
371,371,105,1,2,2,35.73297,139.7125,Feeling OKAY,"21-06-2015, 8:05 PM",NULL,NULL,NULL,1434885000000,2015-06-21
372,372,158,1,1,1,35.56754,139.5996,???,"21-06-2015, 8:25 ??",NULL,NULL,NULL,1434886000000,2015-06-21
373,373,159,1,1,1,26.60096,127.9567,???,"21-06-2015, 8:33 ??",NULL,NULL,NULL,1434886000000,2015-06-21
374,374,102,1,2,2,35.67108,139.7026,????,"21-06-2015, 10:02 ??",NULL,NULL,NULL,1434892000000,2015-06-21
375,375,136,1,1,1,35.46065,139.6175,???,"21-06-2015, 10:24 ??",NULL,NULL,NULL,1434893000000,2015-06-21
376,376,102,1,1,1,35.6282,139.7386,???,"21-06-2015, 10:41 ??",NULL,NULL,NULL,1434894000000,2015-06-21
377,377,137,1,2,2,35.66189,139.7923,????,"21-06-2015, 11:04 ??",NULL,NULL,NULL,1434895000000,2015-06-21
378,378,105,1,2,2,35.76797,139.7892,Feeling OKAY,"22-06-2015, 12:06 AM",NULL,NULL,NULL,1434899000000,2015-06-21
379,379,118,1,2,2,35.46421,139.386,????,"22-06-2015, 12:29 ??",NULL,NULL,NULL,1434901000000,2015-06-21
380,380,162,1,1,1,35.46634,139.388,???,"22-06-2015, 1:20 ??",NULL,NULL,NULL,1434904000000,2015-06-21
381,381,113,1,1,2,34.54773,132.8255,????,"22-06-2015, 6:06 ??",NULL,NULL,NULL,1434921000000,2015-06-21
382,382,115,1,1,1,35.49921,139.4084,???,"22-06-2015, 6:15 ??",NULL,NULL,NULL,1434921000000,2015-06-21
383,383,157,1,1,1,34.86176,135.6752,???,"22-06-2015, 6:24 ??",NULL,NULL,NULL,1434922000000,2015-06-21
384,384,115,1,1,1,35.50143,139.4104,???,"22-06-2015, 6:31 ??",NULL,NULL,NULL,1434922000000,2015-06-21
385,385,163,1,1,1,33.37743,130.5223,???,"22-06-2015, 6:38 ??",NULL,NULL,NULL,1434923000000,2015-06-21
386,386,163,1,1,1,33.37743,130.5223,???,"22-06-2015, 6:38 ??",NULL,NULL,NULL,1434923000000,2015-06-21
387,387,162,1,1,1,35.45258,139.3922,???,"22-06-2015, 6:52 ??",NULL,NULL,NULL,1434924000000,2015-06-21
388,388,118,1,2,2,35.45387,139.3943,????,"22-06-2015, 6:52 ??",NULL,NULL,NULL,1434924000000,2015-06-21
389,389,121,1,1,2,35.64867,139.7523,????,"22-06-2015, 6:55 ??",NULL,NULL,NULL,1434924000000,2015-06-21
390,390,157,1,1,1,34.69424,135.5272,???,"22-06-2015, 7:14 ??",NULL,NULL,NULL,1434925000000,2015-06-21
391,391,164,1,2,2,35.64837,139.7524,????,"22-06-2015, 7:14 ??",NULL,NULL,NULL,1434925000000,2015-06-21
392,392,152,1,1,1,35.46095,139.3281,???,"22-06-2015, 7:19 ??",NULL,NULL,NULL,1434925000000,2015-06-21
393,393,156,1,3,3,35.69681,139.6037,?????,"22-06-2015, 7:44 ??",NULL,NULL,NULL,1434927000000,2015-06-21
394,394,133,1,1,1,43.10516,141.3898,???,"22-06-2015, 7:45 ??",NULL,NULL,NULL,1434927000000,2015-06-21
395,395,133,1,2,2,43.10413,141.3899,????,"22-06-2015, 7:46 ??",NULL,NULL,NULL,1434927000000,2015-06-21
396,396,156,1,2,3,35.69572,139.6067,?????,"22-06-2015, 7:49 ??",NULL,NULL,NULL,1434927000000,2015-06-21
397,397,165,1,2,2,35.73384,139.8206,????,"22-06-2015, 8:24 AM",NULL,NULL,NULL,1434929000000,2015-06-21
398,398,102,1,3,3,35.65128,140.0413,?????,"22-06-2015, 8:55 ??",NULL,NULL,NULL,1434931000000,2015-06-21
399,399,105,1,3,3,35.7481,139.8047,Feeling SAD,"22-06-2015, 9:20 AM",NULL,NULL,NULL,1434932000000,2015-06-22
400,400,145,1,2,2,36.71224,139.7345,????,"22-06-2015, 10:03 ??",NULL,NULL,NULL,1434935000000,2015-06-22
401,401,140,1,2,2,36.02518,139.5958,????,"22-06-2015, 10:12 ??",NULL,NULL,NULL,1434936000000,2015-06-22
402,402,167,1,2,2,35.6805,139.7616,????,"22-06-2015, 10:19 ??",NULL,NULL,NULL,1434936000000,2015-06-22
403,403,165,1,1,1,35.68949,139.8134,???,"22-06-2015, 10:29 AM",NULL,NULL,NULL,1434937000000,2015-06-22
